# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Henan,Henan_DSF_106,11.7,12.4
Henan,Henan_DSF_107,15.6,13.03
Henan,Henan_DSF_108,10.1,15.33
Henan,Henan_DSF_109,12.2,15.73
Hubei,Hubei_EOR_001,20.1,-64.72
Hubei,Hubei_EOR_002,2.5,-47.42
Hubei,Hubei_EOR_003,19.1,-27.2
Hubei,Hubei_EOR_004,4.1,-13.63
Hubei,Hubei_DSF_001,925.8,1.68
Hubei,Hubei_DSF_002,804.2,1.74
Hubei,Hubei_DSF_003,804.2,1.74
Hubei,Hubei_DSF_004,700.3,1.77
Hubei,Hubei_DSF_005,641.2,1.8
Hubei,Hubei_DSF_006,739.8,1.97
Hubei,Hubei_DSF_007,804.2,1.97
Hubei,Hubei_DSF_008,402.1,1.99
Hubei,Hubei_DSF_009,402.1,1.99
Hubei,Hubei_DSF_010,402.1,1.99
Hubei,Hubei_DSF_011,402.1,2
Hubei,Hubei_DSF_012,319.1,2.02
Hubei,Hubei_DSF_013,234,2.18
Hubei,Hubei_DSF_014,268.1,2.19
Hubei,Hubei_DSF_015,268.1,2.19
Hubei,Hubei_DSF_016,196.3,2.36
Hubei,Hubei_DSF_017,449,2.42
Hubei,Hubei_DSF_018,201,2.42
Hubei,Hubei_DSF_019,167.5,2.44
Hubei,Hubei_DSF_020,164.7,2.47
Hubei,Hubei_DSF_021,183.2,2.49
Hubei,Hubei_DSF_022,353.7,2.68
Hubei,Hubei_DSF_023,119,2.79
Hubei,Hubei_DSF_024,120.6,2.93
Hubei,Hubei_DSF_025,636.6,3.02
Hubei,Hubei_DSF_026,78,3.1
Hubei,Hubei_DSF_027,78,3.1
Hubei,Hubei_DSF_028,80.5,3.15
Hubei,Hubei_DSF_029,83.8,3.19
Hubei,Hubei_DSF_030,98.6,3.2
Hubei,Hubei_DSF_031,113.2,3.23
Hubei,Hubei_DSF_032,76.3,3.28
Hubei,Hubei_DSF_033,90.5,3.41
Hubei,Hubei_DSF_034,156,3.52
Hubei,Hubei_DSF_035,62.9,3.62
Hubei,Hubei_DSF_036,402.1,3.69
Hubei,Hubei_DSF_037,72,3.72
Hubei,Hubei_DSF_038,59.3,3.78
Hubei,Hubei_DSF_039,83.8,4
Hubei,Hubei_DSF_040,46.8,4.51
Hubei,Hubei_DSF_041,33.7,5.19
Hubei,Hubei_DSF_042,33.5,5.21
Hubei,Hubei_DSF_043,32.8,5.29
Hubei,Hubei_DSF_044,31.5,5.47
Hubei,Hubei_DSF_045,30.2,5.65
Hubei,Hubei_DSF_046,30.1,5.65
Hubei,Hubei_DSF_047,46.8,6.08
Hubei,Hubei_DSF_048,27.3,6.1
Hubei,Hubei_DSF_049,25.2,6.5
Hubei,Hubei_DSF_050,22.6,7.07
Hubei,Hubei_DSF_051,100.1,7.52
Hubei,Hubei_DSF_052,16.3,7.76
Hubei,Hubei_DSF_053,17.9,8.51
Hubei,Hubei_DSF_054,16.1,9.29
Hubei,Hubei_DSF_055,25.2,9.49
Hubei,Hubei_DSF_056,15.5,9.57
Hubei,Hubei_DSF_057,10.1,11.37
Hubei,Hubei_DSF_058,11.7,12.08
Hubei,Hubei_DSF_059,19.5,13.03
Hubei,Hubei_DSF_060,10.1,13.72
Hubei,Hubei_DSF_061,9.9,13.95
Hubei,Hubei_DSF_062,9.4,24.31
Hunan,Hunan_ECBM_001,2.3,56.17
Hunan,Hunan_DSF_001,887.9,1.71
Hunan,Hunan_DSF_002,435.6,1.88
Hunan,Hunan_DSF_003,402.1,1.99
Hunan,Hunan_DSF_004,234,2.18
Hunan,Hunan_DSF_005,344.6,2.59
Hunan,Hunan_DSF_006,569.6,2.64
Hunan,Hunan_DSF_007,411.5,2.8
Hunan,Hunan_DSF_008,402.1,3.13
Hunan,Hunan_DSF_009,99.7,3.18
Hunan,Hunan_DSF_010,98.6,3.2
Hunan,Hunan_DSF_011,188.7,3.23
Hunan,Hunan_DSF_012,234,3.42
Hunan,Hunan_DSF_013,670.1,3.72
Hunan,Hunan_DSF_014,57.6,3.86
Hunan,Hunan_DSF_015,804.2,3.9
Hunan,Hunan_DSF_016,85.8,4.18
Hunan,Hunan_DSF_017,144.7,4.68
Hunan,Hunan_DSF_018,102.9,5.69
Hunan,Hunan_DSF_019,46.8,6.01
Hunan,Hunan_DSF_020,75.5,6.28
Hunan,Hunan_DSF_021,97.5,6.28
Hunan,Hunan_DSF_022,62.9,6.33
Hunan,Hunan_DSF_023,23.4,6.88
Hunan,Hunan_DSF_024,23.4,7.13
Hunan,Hunan_DSF_025,70.2,7.69
Hunan,Hunan_DSF_026,29.6,8.01
Hunan,Hunan_DSF_027,43.1,9.13
Hunan,Hunan_DSF_028,31.5,9.57
Hunan,Hunan_DSF_029,12.3,11.56
Hunan,Hunan_DSF_030,10.8,12.92
Hunan,Hunan_DSF_031,30.9,14.17
Hunan,Hunan_DSF_032,11.7,39.35
Inner Mongolia,InnerMongolia_EOR_001,17.2,-59.1
Inner Mongolia,InnerMongolia_EOR_002,271,-56.15
Inner Mongolia,InnerMongolia_EOR_003,3.9,-44.4
Inner Mongolia,InnerMongolia_DSF_001,1084,1.5
Inner Mongolia,InnerMongolia_DSF_002,1470.3,1.89
Inner Mongolia,InnerMongolia_DSF_003,2412.5,2.09
Inner Mongolia,InnerMongolia_DSF_004,616.5,2.2
Inner Mongolia,InnerMongolia_DSF_005,201,2.25
Inner Mongolia,InnerMongolia_DSF_006,804.2,2.3
Inner Mongolia,InnerMongolia_DSF_007,1286.7,2.41
Inner Mongolia,InnerMongolia_DSF_008,617.2,2.64
Inner Mongolia,InnerMongolia_DSF_009,804.2,2.64
Inner Mongolia,InnerMongolia_DSF_010,1206.3,2.67
Inner Mongolia,InnerMongolia_DSF_011,804.2,2.67
Inner Mongolia,InnerMongolia_DSF_012,402.1,2.71
Inner Mongolia,InnerMongolia_DSF_013,402.1,2.8
Inner Mongolia,InnerMongolia_DSF_014,536.1,2.82
Inner Mongolia,InnerMongolia_DSF_015,268.1,2.97
Inner Mongolia,InnerMongolia_DSF_016,442.3,2.98
Inner Mongolia,InnerMongolia_DSF_017,469.1,3
Inner Mongolia,InnerMongolia_DSF_018,360,3.04
Inner Mongolia,InnerMongolia_DSF_019,368.6,3.1
Inner Mongolia,InnerMongolia_DSF_020,402.1,3.12
Inner Mongolia,InnerMongolia_DSF_021,351.8,3.18
Inner Mongolia,InnerMongolia_DSF_022,126.4,3.28
Inner Mongolia,InnerMongolia_DSF_023,804.2,3.36
Inner Mongolia,InnerMongolia_DSF_024,804.2,3.36
Inner Mongolia,InnerMongolia_DSF_025,78,3.54
Inner Mongolia,InnerMongolia_DSF_026,134,3.57
Inner Mongolia,InnerMongolia_DSF_027,156,3.58
Inner Mongolia,InnerMongolia_DSF_028,183.2,3.72
Inner Mongolia,InnerMongolia_DSF_029,268.1,3.96
Inner Mongolia,InnerMongolia_DSF_030,167.5,4.02
Inner Mongolia,InnerMongolia_DSF_031,138,4.1
Inner Mongolia,InnerMongolia_DSF_032,100.5,4.43
Inner Mongolia,InnerMongolia_DSF_033,75.1,4.63
Inner Mongolia,InnerMongolia_DSF_034,90.5,5.2
Inner Mongolia,InnerMongolia_DSF_035,67,5.9
Inner Mongolia,InnerMongolia_DSF_036,95.3,5.9
Inner Mongolia,InnerMongolia_DSF_037,94.8,5.92
Inner Mongolia,InnerMongolia_DSF_038,804.2,6.37
Inner Mongolia,InnerMongolia_DSF_039,78,6.42
Inner Mongolia,InnerMongolia_DSF_040,30.9,6.6
Inner Mongolia,InnerMongolia_DSF_041,140.4,7.02
Inner Mongolia,InnerMongolia_DSF_042,68.7,7.41
Inner Mongolia,InnerMongolia_DSF_043,33.5,8.53
Inner Mongolia,InnerMongolia_DSF_044,31.8,8.88
Inner Mongolia,InnerMongolia_DSF_045,15.6,11.2
Inner Mongolia,InnerMongolia_DSF_046,33.5,13.08
Inner Mongolia,InnerMongolia_DSF_047,15.6,15.63
Jiangsu,Jiangsu_EOR_001,37.8,-32.67
Jiangsu,Jiangsu_EOR_002,26.4,-31.6
Jiangsu,Jiangsu_EOR_003,19,-30.58
Jiangsu,Jiangsu_EOR_004,9.4,-27.46
Jiangsu,Jiangsu_ECBM_001,41.1,2.74
Jiangsu,Jiangsu_ECBM_002,6.4,9.2
Jiangsu,Jiangsu_DSF_001,1179.4,2.07
Jiangsu,Jiangsu_DSF_002,1849.6,2.09
Jiangsu,Jiangsu_DSF_003,958.3,2.17
Jiangsu,Jiangsu_DSF_004,804.2,2.19
Jiangsu,Jiangsu_DSF_005,1108.4,2.22
Jiangsu,Jiangsu_DSF_006,804.2,2.33
Jiangsu,Jiangsu_DSF_007,804.2,2.36
Jiangsu,Jiangsu_DSF_008,804.2,2.36
Jiangsu,Jiangsu_DSF_009,390,2.51
Jiangsu,Jiangsu_DSF_010,1678,2.53
Jiangsu,Jiangsu_DSF_011,394.6,2.58
Jiangsu,Jiangsu_DSF_012,351,2.59
Jiangsu,Jiangsu_DSF_013,938.2,2.67
Jiangsu,Jiangsu_DSF_014,804.2,2.67
Jiangsu,Jiangsu_DSF_015,770.7,2.71
Jiangsu,Jiangsu_DSF_016,284.8,2.8
Jiangsu,Jiangsu_DSF_017,268.1,2.84
Jiangsu,Jiangsu_DSF_018,151,2.9
Jiangsu,Jiangsu_DSF_019,187.6,2.92
Jiangsu,Jiangsu_DSF_020,187.2,2.92
Jiangsu,Jiangsu_DSF_021,187.2,2.92
Jiangsu,Jiangsu_DSF_022,261.4,2.98
Jiangsu,Jiangsu_DSF_023,435.6,2.99
Jiangsu,Jiangsu_DSF_024,217.8,3
Jiangsu,Jiangsu_DSF_025,157.7,3.01
Jiangsu,Jiangsu_DSF_026,180.9,3.04
Jiangsu,Jiangsu_DSF_027,516.4,3.05
Jiangsu,Jiangsu_DSF_028,374.6,3.08
Jiangsu,Jiangsu_DSF_029,1141.9,3.11
Jiangsu,Jiangsu_DSF_030,207,3.13
Jiangsu,Jiangsu_DSF_031,164.6,3.15
Jiangsu,Jiangsu_DSF_032,205.7,3.15
Jiangsu,Jiangsu_DSF_033,739.8,3.18
Jiangsu,Jiangsu_DSF_034,312,3.22
Jiangsu,Jiangsu_DSF_035,133.8,3.24
Jiangsu,Jiangsu_DSF_036,288,3.26
Jiangsu,Jiangsu_DSF_037,105.7,3.27
Jiangsu,Jiangsu_DSF_038,350.1,3.28
Jiangsu,Jiangsu_DSF_039,140.7,3.31
Jiangsu,Jiangsu_DSF_040,804.2,3.32
Jiangsu,Jiangsu_DSF_041,567.6,3.36
Jiangsu,Jiangsu_DSF_042,117,3.38
Jiangsu,Jiangsu_DSF_043,117,3.38
Jiangsu,Jiangsu_DSF_044,114.3,3.44
Jiangsu,Jiangsu_DSF_045,123.5,3.46
Jiangsu,Jiangsu_DSF_046,268.1,3.59
Jiangsu,Jiangsu_DSF_047,185,3.6
Jiangsu,Jiangsu_DSF_048,104.5,3.7
Jiangsu,Jiangsu_DSF_049,104.5,3.7
Jiangsu,Jiangsu_DSF_050,75.9,3.71
Jiangsu,Jiangsu_DSF_051,94.5,3.72
Jiangsu,Jiangsu_DSF_052,102.9,3.75
Jiangsu,Jiangsu_DSF_053,93.6,3.75
Jiangsu,Jiangsu_DSF_054,78,4
Jiangsu,Jiangsu_DSF_055,78,4
Jiangsu,Jiangsu_DSF_056,78,4
Jiangsu,Jiangsu_DSF_057,83.8,4.11
Jiangsu,Jiangsu_DSF_058,133.7,4.16
Jiangsu,Jiangsu_DSF_059,210.6,4.17
Jiangsu,Jiangsu_DSF_060,167.5,4.18
Jiangsu,Jiangsu_DSF_061,180.7,4.3
Jiangsu,Jiangsu_DSF_062,180.9,4.33
Jiangsu,Jiangsu_DSF_063,124.8,4.36
Jiangsu,Jiangsu_DSF_064,234,4.38
Jiangsu,Jiangsu_DSF_065,123,4.41
Jiangsu,Jiangsu_DSF_066,80.4,4.41
Jiangsu,Jiangsu_DSF_067,54.6,4.85
Jiangsu,Jiangsu_DSF_068,93.6,4.86
Jiangsu,Jiangsu_DSF_069,95.9,5.27
Jiangsu,Jiangsu_DSF_070,46.8,5.51
Jiangsu,Jiangsu_DSF_071,46.8,5.51
Jiangsu,Jiangsu_DSF_072,46.8,5.51
Jiangsu,Jiangsu_DSF_073,46.8,5.51
Jiangsu,Jiangsu_DSF_074,46.8,5.51
Jiangsu,Jiangsu_DSF_075,39.4,5.62
Jiangsu,Jiangsu_DSF_076,140.7,5.7
Jiangsu,Jiangsu_DSF_077,132.6,6.06
Jiangsu,Jiangsu_DSF_078,132.6,6.06
Jiangsu,Jiangsu_DSF_079,100.5,6.09
Jiangsu,Jiangsu_DSF_080,78,6.38
Jiangsu,Jiangsu_DSF_081,33.5,6.43
Jiangsu,Jiangsu_DSF_082,33.5,6.43
Jiangsu,Jiangsu_DSF_083,33.5,6.43
Jiangsu,Jiangsu_DSF_084,85.8,6.63
Jiangsu,Jiangsu_DSF_085,67,7.2
Jiangsu,Jiangsu_DSF_086,62.4,7.53
Jiangsu,Jiangsu_DSF_087,62.4,7.53
Jiangsu,Jiangsu_DSF_088,62.4,7.87
Jiangsu,Jiangsu_DSF_089,37.8,7.95
Jiangsu,Jiangsu_DSF_090,67,8.26
Jiangsu,Jiangsu_DSF_091,31.2,8.33
Jiangsu,Jiangsu_DSF_092,19.7,8.58
Jiangsu,Jiangsu_DSF_093,23.4,8.7
Jiangsu,Jiangsu_DSF_094,23.4,8.7
Jiangsu,Jiangsu_DSF_095,23.4,8.7
Jiangsu,Jiangsu_DSF_096,46.8,8.74
Jiangsu,Jiangsu_DSF_097,67,8.77
Jiangsu,Jiangsu_DSF_098,19.1,8.8
Jiangsu,Jiangsu_DSF_099,30.9,9.09
Jiangsu,Jiangsu_DSF_100,4,9.17
Jiangsu,Jiangsu_DSF_101,18.1,9.22
Jiangsu,Jiangsu_DSF_102,18.1,9.22
Jiangsu,Jiangsu_DSF_103,21.7,9.29
Jiangsu,Jiangsu_DSF_104,21.6,9.31
Jiangsu,Jiangsu_DSF_105,4,9.48
Jiangsu,Jiangsu_DSF_106,41.1,9.62
Jiangsu,Jiangsu_DSF_107,16.8,9.84
Jiangsu,Jiangsu_DSF_108,16.1,9.91
Jiangsu,Jiangsu_DSF_109,16.1,9.91
Jiangsu,Jiangsu_DSF_110,16.1,10.19
Jiangsu,Jiangsu_DSF_111,15.4,10.55
Jiangsu,Jiangsu_DSF_112,35.9,10.87
Jiangsu,Jiangsu_DSF_113,39,11.47
Jiangsu,Jiangsu_DSF_114,23.4,11.57
Jiangsu,Jiangsu_DSF_115,25.6,11.75
Jiangsu,Jiangsu_DSF_116,31.2,11.96
Jiangsu,Jiangsu_DSF_117,20.1,12.02
Jiangsu,Jiangsu_DSF_118,24.1,12.08
Jiangsu,Jiangsu_DSF_119,20.3,12.57
Jiangsu,Jiangsu_DSF_120,12.3,12.77
Jiangsu,Jiangsu_DSF_121,12.3,12.77
Jiangsu,Jiangsu_DSF_122,25.2,12.85
Jiangsu,Jiangsu_DSF_123,30.2,13.19
Jiangsu,Jiangsu_DSF_124,23.4,14.61
Jiangsu,Jiangsu_DSF_125,10.5,14.74
Jiangsu,Jiangsu_DSF_126,30.2,14.78
Jiangsu,Jiangsu_DSF_127,10.2,15.11
Jiangsu,Jiangsu_DSF_128,10.1,15.26
Jiangsu,Jiangsu_DSF_129,9.9,15.52
Jiangsu,Jiangsu_DSF_130,20.1,15.73
Jiangsu,Jiangsu_DSF_131,20.1,15.99
Jiangsu,Jiangsu_DSF_132,20.1,16.04
Jiangsu,Jiangsu_DSF_133,20.1,16.34
Jiangsu,Jiangsu_DSF_134,20.1,16.34
Jiangsu,Jiangsu_DSF_135,11.7,16.64
Jiangsu,Jiangsu_DSF_136,20.1,19.88
Jiangxi,Jiangxi_DSF_001,904.7,2.67
Jiangxi,Jiangxi_DSF_002,804.2,3.21
Jiangxi,Jiangxi_DSF_003,411.5,3.84
Jiangxi,Jiangxi_DSF_004,469.1,4.56
Jiangxi,Jiangxi_DSF_005,365.2,4.78
Jiangxi,Jiangxi_DSF_006,360,5.13
Jiangxi,Jiangxi_DSF_007,402.1,5.14
Jiangxi,Jiangxi_DSF_008,119,5.37
Jiangxi,Jiangxi_DSF_009,119,5.37
Jiangxi,Jiangxi_DSF_010,167.5,5.61
Jiangxi,Jiangxi_DSF_011,201,6.47
Jiangxi,Jiangxi_DSF_012,167.5,6.61
Jiangxi,Jiangxi_DSF_013,167.5,6.82
Jiangxi,Jiangxi_DSF_014,167.5,7.04
Jiangxi,Jiangxi_DSF_015,98.6,7.05
Jiangxi,Jiangxi_DSF_016,94.8,7.24
Jiangxi,Jiangxi_DSF_017,94.4,7.26
Jiangxi,Jiangxi_DSF_018,93.6,8.62
Jiangxi,Jiangxi_DSF_019,57.1,10.98
Jiangxi,Jiangxi_DSF_020,62.4,11.22
Jiangxi,Jiangxi_DSF_021,27.3,15.53
Jiangxi,Jiangxi_DSF_022,34.6,15.75
Jiangxi,Jiangxi_DSF_023,49.2,16.86
Jiangxi,Jiangxi_DSF_024,29.9,17.28
Jiangxi,Jiangxi_DSF_025,9.4,43.32
Jilin,Jilin_EOR_001,160.8,-57
Jilin,Jilin_EOR_002,37.7,-53.85
Jilin,Jilin_EOR_003,38.1,-53.66
Jilin,Jilin_EOR_004,9.4,-52.17
Jilin,Jilin_EOR_005,21.8,-51.85
Jilin,Jilin_EOR_006,36.6,-51.35
Jilin,Jilin_EOR_007,18.5,-50.93
Jilin,Jilin_EOR_008,20.6,-50.68
Jilin,Jilin_EOR_009,12.3,-47.7
Jilin,Jilin_EOR_010,2,-12.22
Jilin,Jilin_ECBM_001,107.2,40.32
Jilin,Jilin_ECBM_002,74.9,42.08
Jilin,Jilin_ECBM_003,46.8,47.31
Jilin,Jilin_ECBM_004,8.7,81.01
Jilin,Jilin_ECBM_005,4.4,128.88
Jilin,Jilin_DSF_001,643.3,1.65
Jilin,Jilin_DSF_002,351.8,1.94
Jilin,Jilin_DSF_003,150.6,2.34
Jilin,Jilin_DSF_004,188.3,2.34
Jilin,Jilin_DSF_005,510.5,2.46
Jilin,Jilin_DSF_006,134,2.73
Jilin,Jilin_DSF_007,98.6,2.99
Jilin,Jilin_DSF_008,152.6,3.49
Jilin,Jilin_DSF_009,63.7,3.6
Jilin,Jilin_DSF_010,323.2,3.73
Jilin,Jilin_DSF_011,402.1,4.01
Jilin,Jilin_DSF_012,134,4.29
Jilin,Jilin_DSF_013,128.1,4.37
Jilin,Jilin_DSF_014,87.3,4.42
Jilin,Jilin_DSF_015,117,4.46
Jilin,Jilin_DSF_016,82.3,4.53
Jilin,Jilin_DSF_017,402.1,4.55
Jilin,Jilin_DSF_018,37.8,4.74
Jilin,Jilin_DSF_019,74.1,4.87
Jilin,Jilin_DSF_020,39,4.91
Jilin,Jilin_DSF_021,134,5.43
Jilin,Jilin_DSF_022,216,5.62
Jilin,Jilin_DSF_023,146.6,5.8
Jilin,Jilin_DSF_024,49.4,6.09
Jilin,Jilin_DSF_025,124.8,7.51
Jilin,Jilin_DSF_026,4.7,10.23
Jilin,Jilin_DSF_027,18.7,11.24
Jilin,Jilin_DSF_028,7.9,14.81
Jilin,Jilin_DSF_029,15.6,30.95
Liaoning,Liaoning_EOR_001,160.8,-56.17
Liaoning,Liaoning_EOR_002,41.2,-52.72
Liaoning,Liaoning_EOR_003,2.9,-37.66
Liaoning,Liaoning_EOR_004,205.7,-30.62
Liaoning,Liaoning_EOR_005,102.9,-30.28
Liaoning,Liaoning_EOR_006,17.2,-27.6
Liaoning,Liaoning_EOR_007,21,-27.14
Liaoning,Liaoning_EOR_008,12.6,-26.93
Liaoning,Liaoning_EOR_009,18.9,-25.92
Liaoning,Liaoning_EOR_010,27,-23.61
Liaoning,Liaoning_EOR_011,2.5,-20.45
Liaoning,Liaoning_EOR_012,3.1,-20.23
Liaoning,Liaoning_EOR_013,14,-19.62
Liaoning,Liaoning_EOR_014,12.3,-19.11
Liaoning,Liaoning_EOR_015,11.3,-15.79
Liaoning,Liaoning_DSF_001,823,1.18
Liaoning,Liaoning_DSF_002,787.7,1.18
Liaoning,Liaoning_DSF_003,643.3,1.34
Liaoning,Liaoning_DSF_004,411.5,1.38
Liaoning,Liaoning_DSF_005,394.6,1.45
Liaoning,Liaoning_DSF_006,1005.2,1.54
Liaoning,Liaoning_DSF_007,485,1.62
Liaoning,Liaoning_DSF_008,268.1,1.69
Liaoning,Liaoning_DSF_009,617.2,1.69
Liaoning,Liaoning_DSF_010,986.4,1.86
Liaoning,Liaoning_DSF_011,485.9,1.92
Liaoning,Liaoning_DSF_012,147.8,2.02
Liaoning,Liaoning_DSF_013,147.8,2.02
Liaoning,Liaoning_DSF_014,268.1,2.04
Liaoning,Liaoning_DSF_015,268.1,2.04
Liaoning,Liaoning_DSF_016,268.1,2.04
Liaoning,Liaoning_DSF_017,360,2.14
Liaoning,Liaoning_DSF_018,164.7,2.19
Liaoning,Liaoning_DSF_019,181.3,2.4
Liaoning,Liaoning_DSF_020,123.5,2.57
Liaoning,Liaoning_DSF_021,20.6,2.57
Liaoning,Liaoning_DSF_022,82.3,2.62
Liaoning,Liaoning_DSF_023,804.2,2.71
Liaoning,Liaoning_DSF_024,938.2,2.72
Liaoning,Liaoning_DSF_025,202.8,2.76
Liaoning,Liaoning_DSF_026,78.8,2.84
Liaoning,Liaoning_DSF_027,22,2.86
Liaoning,Liaoning_DSF_028,78,2.87
Liaoning,Liaoning_DSF_029,122.2,2.87
Liaoning,Liaoning_DSF_030,88.1,2.9
Liaoning,Liaoning_DSF_031,69,2.99
Liaoning,Liaoning_DSF_032,98.6,3.02
Liaoning,Liaoning_DSF_033,268.1,3.16
Liaoning,Liaoning_DSF_034,118.3,3.34
Liaoning,Liaoning_DSF_035,50.6,3.35
Liaoning,Liaoning_DSF_036,469.1,3.48
Liaoning,Liaoning_DSF_037,108.4,3.55
Liaoning,Liaoning_DSF_038,84.1,3.67
Liaoning,Liaoning_DSF_039,20.6,3.82
Liaoning,Liaoning_DSF_040,82.3,3.87
Liaoning,Liaoning_DSF_041,91.6,4.19
Liaoning,Liaoning_DSF_042,45.3,4.25
Liaoning,Liaoning_DSF_043,44.2,4.41
Liaoning,Liaoning_DSF_044,41.2,4.67
Liaoning,Liaoning_DSF_045,46.8,4.9
Liaoning,Liaoning_DSF_046,205.7,4.95
Liaoning,Liaoning_DSF_047,37.8,4.98
Liaoning,Liaoning_DSF_048,37,5.07
Liaoning,Liaoning_DSF_049,6.7,5.31
Liaoning,Liaoning_DSF_050,228.1,5.34
Liaoning,Liaoning_DSF_051,75.5,5.38
Liaoning,Liaoning_DSF_052,11,5.46
Liaoning,Liaoning_DSF_053,26.8,5.49
Liaoning,Liaoning_DSF_054,44,5.54
Liaoning,Liaoning_DSF_055,32.9,5.57
Liaoning,Liaoning_DSF_056,32.9,5.57
Liaoning,Liaoning_DSF_057,41.4,5.72
Liaoning,Liaoning_DSF_058,180.9,6.22
Liaoning,Liaoning_DSF_059,78,6.51
Liaoning,Liaoning_DSF_060,167.5,6.53
Liaoning,Liaoning_DSF_061,139.9,6.86
Liaoning,Liaoning_DSF_062,138.5,6.9
Liaoning,Liaoning_DSF_063,108,7.06
Liaoning,Liaoning_DSF_064,23.4,7.35
Liaoning,Liaoning_DSF_065,123,7.44
Liaoning,Liaoning_DSF_066,23.4,7.52
Liaoning,Liaoning_DSF_067,57.1,8.01
Liaoning,Liaoning_DSF_068,20.1,8.32
Liaoning,Liaoning_DSF_069,20.1,8.32
Liaoning,Liaoning_DSF_070,98.6,8.62
Liaoning,Liaoning_DSF_071,12.4,10.4
Liaoning,Liaoning_DSF_072,67,10.64
Liaoning,Liaoning_DSF_073,56.1,10.77
Liaoning,Liaoning_DSF_074,49.4,11.16
Liaoning,Liaoning_DSF_075,13.8,11.42
Liaoning,Liaoning_DSF_076,20.1,11.98
Liaoning,Liaoning_DSF_077,9.9,12.57
Liaoning,Liaoning_DSF_078,11.7,13.15
Liaoning,Liaoning_DSF_079,22.8,13.21
Liaoning,Liaoning_DSF_080,11.5,14.72
Liaoning,Liaoning_DSF_081,9.9,15.25
Liaoning,Liaoning_DSF_082,33.5,16.71
Liaoning,Liaoning_DSF_083,20.1,21.3
Liaoning,Liaoning_DSF_084,9.4,21.5
Liaoning,Liaoning_DSF_085,20.6,23.05
Liaoning,Liaoning_DSF_086,18.8,24.41
Ningxia,Ningxia_EOR_001,18.9,-70.1
Ningxia,Ningxia_EOR_002,19,-69.83
Ningxia,Ningxia_DSF_001,804.2,2.3
Ningxia,Ningxia_DSF_002,804.2,2.3
Ningxia,Ningxia_DSF_003,402.1,2.56
Ningxia,Ningxia_DSF_004,268.1,2.73
Ningxia,Ningxia_DSF_005,201,3.09
Ningxia,Ningxia_DSF_006,402.1,3.17
Ningxia,Ningxia_DSF_007,75.9,3.6
Ningxia,Ningxia_DSF_008,75.5,3.61
Ningxia,Ningxia_DSF_009,78,3.88
Ningxia,Ningxia_DSF_010,83.8,3.97
Ningxia,Ningxia_DSF_011,44.3,5.58
Ningxia,Ningxia_DSF_012,44.3,5.58
Ningxia,Ningxia_DSF_013,44.3,5.58
Ningxia,Ningxia_DSF_014,19.5,8.45
Ningxia,Ningxia_DSF_015,19.5,8.45
Ningxia,Ningxia_DSF_016,33.5,8.92
Ningxia,Ningxia_DSF_017,25,11.3
Ningxia,Ningxia_DSF_018,24.6,11.42
Qinghai,Qinghai_DSF_001,113.3,7.26
Qinghai,Qinghai_DSF_002,10.3,12.58
Shaanxi,Shaanxi_EOR_001,94.4,-71.29
Shaanxi,Shaanxi_EOR_002,21,-65.73
Shaanxi,Shaanxi_EOR_003,7.2,-64.34
Shaanxi,Shaanxi_EOR_004,11.2,-62.48
Shaanxi,Shaanxi_EOR_005,9.4,-60.96
Shaanxi,Shaanxi_EOR_006,6.3,-58.33
Shaanxi,Shaanxi_EOR_007,3.2,-56.11
Shaanxi,Shaanxi_ECBM_001,4.6,6.34
Shaanxi,Shaanxi_ECBM_002,2,17.88
Shaanxi,Shaanxi_DSF_001,589.7,2.32
Shaanxi,Shaanxi_DSF_002,1206.3,2.54
Shaanxi,Shaanxi_DSF_003,402.1,2.56
Shaanxi,Shaanxi_DSF_004,884.6,2.57
Shaanxi,Shaanxi_DSF_005,804.2,2.68
Shaanxi,Shaanxi_DSF_006,536.1,2.86
Shaanxi,Shaanxi_DSF_007,308.6,2.98
Shaanxi,Shaanxi_DSF_008,377.6,3.11
Shaanxi,Shaanxi_DSF_009,167.5,3.14
Shaanxi,Shaanxi_DSF_010,195,3.36
Shaanxi,Shaanxi_DSF_011,195,4.41
Shaanxi,Shaanxi_DSF_012,59.1,4.41
Shaanxi,Shaanxi_DSF_013,804.2,4.44
Shaanxi,Shaanxi_DSF_014,201,4.49
Shaanxi,Shaanxi_DSF_015,167.5,4.84
Shaanxi,Shaanxi_DSF_016,117,4.89
Shaanxi,Shaanxi_DSF_017,134,5.14
Shaanxi,Shaanxi_DSF_018,39.4,5.47
Shaanxi,Shaanxi_DSF_019,254.7,5.74
Shaanxi,Shaanxi_DSF_020,84.1,6.33
Shaanxi,Shaanxi_DSF_021,67,6.48
Shaanxi,Shaanxi_DSF_022,67,6.65
Shaanxi,Shaanxi_DSF_023,67,6.91
Shaanxi,Shaanxi_DSF_024,55.2,6.93
Shaanxi,Shaanxi_DSF_025,28.8,7.4
Shaanxi,Shaanxi_DSF_026,117.3,7.87
Shaanxi,Shaanxi_DSF_027,44.8,8.63
